gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Woman,Straight,Hetero_female,31,White,GA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,21,White,SC,Working on,-,NA,No,No
Woman,Straight,Hetero_female,32,White,CA,NA,Agnosticism,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,26,"Black, Indian",CA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,43,White,TN,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,41,White,FL,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,TX,Working on,Christianity,NA,No,No
Man,Straight,Hetero_male,28,White,Spain,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,33,White,IL,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,44,White,CA,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,46,White,NM,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,42,White,CA,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,NY,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,38,NA,Netherlands,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,36,White,TN,NA,Other,NA,No,No
Man,Straight,Hetero_male,33,White,CT,Graduated from,Other,NA,Yes,Yes
Man,Straight,Hetero_male,34,Black,TX,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,WA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,38,White,IL,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,24,White,Australia,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,24,White,NY,Dropped out of,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,34,White,AK,Working on,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,38,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,49,White,Norway,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,36,White,UT,Working on,Other,and very serious about it,No,No
Man,Straight,Hetero_male,36,White,WI,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,41,White,AZ,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,32,Middle Eastern,United Arab Emirates,Graduated from,Islam,NA,No,No
Man,Straight,Hetero_male,29,Asian,Bangladesh,NA,Islam,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,28,Black,CA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,NA,TX,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,45,White,PA,Graduated from,Agnosticism,and laughing about it,Yes,No
Woman,Straight,Hetero_female,26,White,PA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,31,Other,Alberta,NA,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,White,NM,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,49,White,DE,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,40,"Middle Eastern, White, Other",Sweden,Graduated from,Judaism,but not too serious about it,No,No
Woman,Straight,Hetero_female,37,Other,UK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,NY,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,CA,Graduated from,-,NA,No,Yes
Man,Straight,Hetero_male,37,White,WA,Graduated from,Atheism,but not too serious about it,No,No
Man,Gay,Gay_male,32,White,WA,Working on,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,30,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,White,CA,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,41,White,MA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,44,White,MA,Dropped out of,Other,NA,No,No
Man,Straight,Hetero_male,33,"Black, Native American",PA,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,33,White,PA,Graduated from,Catholicism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,28,Middle Eastern,France,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,32,"Black, Other",MD,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,NC,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,32,White,IL,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,39,"Hispanic / Latin, White",CA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,CA,Graduated from,Atheism,NA,No,No
Woman,Gay,Gay_female,29,White,NY,Dropped out of,Judaism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,White,CA,Working on,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,27,White,CA,Graduated from,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,29,White,IL,Graduated from,Christianity,and laughing about it,No,Yes
Man,Straight,Hetero_male,23,White,LA,Working on,Agnosticism,NA,No,No
Man,Gay,Gay_male,20,"Black, Native American, Hispanic / Latin, White",CA,Working on,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,54,White,Germany,NA,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,White,VA,Working on,Christianity,and laughing about it,No,No
Man,Straight,Hetero_male,29,"Hispanic / Latin, White",CA,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,33,"Black, White",CA,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,24,White,TX,Working on,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,31,White,NY,Working on,Other,and laughing about it,No,No
Man,Straight,Hetero_male,36,Hispanic / Latin,AZ,Working on,Catholicism,NA,No,No
Woman,Straight,Hetero_female,41,NA,UT,Working on,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,46,White,OR,Dropped out of,Other,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,34,"White, Other",AL,Graduated from,Atheism,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,25,White,AR,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,26,White,Austria,NA,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,AZ,Working on,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,30,Black,DC,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,26,White,CO,Working on,Atheism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,36,White,IL,NA,Christianity,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,41,"Asian, White",CA,Dropped out of,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,32,White,FL,Working on,Other,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,48,White,Alberta,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,RI,Graduated from,Other,and very serious about it,No,No
Woman,Straight,Hetero_female,31,White,CA,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,Other,CA,Graduated from,-,NA,No,No
Man,Gay,Gay_male,31,White,TN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,43,White,OR,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,CA,Graduated from,Atheism,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,30,NA,CA,Working on,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,WA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,37,White,MA,Graduated from,Christianity,but not too serious about it,Yes,No
Man,Gay,Gay_male,37,Other,CA,Graduated from,Buddhism,but not too serious about it,No,No
Woman,Straight,Hetero_female,37,White,NY,NA,Agnosticism,NA,No,No
Man,Gay,Gay_male,21,White,AZ,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,34,White,Spain,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,37,NA,WA,NA,Agnosticism,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,30,White,MA,Working on,Other,and laughing about it,No,No
Man,Straight,Hetero_male,46,White,TX,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,26,White,MO,Working on,Agnosticism,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,67,White,MI,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,31,Indian,NJ,Graduated from,Buddhism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,MN,NA,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,39,White,TX,NA,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,45,Black,CA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,30,NA,Australia,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,32,White,Austria,Working on,-,NA,No,No
Man,Straight,Hetero_male,30,White,MA,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,37,"Black, White",OH,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,"Pacific Islander, White",IL,NA,Catholicism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,28,White,TN,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,31,Other,UK,Graduated from,Other,NA,Yes,Yes
Man,Straight,Hetero_male,36,Asian,CA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,34,White,OR,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,White,OH,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,42,White,TX,Graduated from,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,36,White,OH,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,25,Hispanic / Latin,IL,Working on,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,Germany,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,41,White,NJ,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,47,White,France,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,41,White,NC,Dropped out of,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,45,White,MO,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,38,White,MI,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,28,White,Ontario,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,VA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,41,White,VA,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,35,White,UK,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,Black,GA,Working on,Agnosticism,and laughing about it,No,No
Man,Gay,Gay_male,31,"Black, Hispanic / Latin",TX,NA,Christianity,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,41,White,MA,NA,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,White,NJ,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,44,White,NJ,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,PA,Graduated from,Agnosticism,but not too serious about it,Yes,Yes
Man,Bisexual,Bisexual_male,27,White,KS,Working on,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,40,Asian,CA,Graduated from,Buddhism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,WA,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,34,Asian,Singapore,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,35,"Black, Other",Bahamas,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,35,White,France,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,NA,WA,Working on,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,35,Other,Ontario,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,37,White,WI,Graduated from,Catholicism,NA,Yes,Yes
Woman,Straight,Hetero_female,32,Asian,NY,Graduated from,Catholicism,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,52,White,PA,Graduated from,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,36,NA,NV,NA,-,NA,No,No
Woman,Straight,Hetero_female,24,White,NJ,NA,-,NA,Yes,No
Man,Straight,Hetero_male,28,White,UK,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,Asian,AR,Graduated from,Buddhism,but not too serious about it,No,No
Man,Straight,Hetero_male,39,NA,British Columbia,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,29,Asian,Philippines,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,26,Black,AL,Graduated from,Christianity,NA,Yes,Yes
Man,Gay,Gay_male,26,Asian,Australia,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,30,White,VA,Working on,-,NA,No,No
Man,Straight,Hetero_male,39,"Middle Eastern, Black, Native American, White, Other",FL,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,34,NA,CT,Working on,Other,and laughing about it,No,Yes
Woman,Gay,Gay_female,30,"Hispanic / Latin, White",AL,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,29,White,UK,Graduated from,Atheism,and very serious about it,No,No
Man,Gay,Gay_male,26,White,PA,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,26,White,MO,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,37,White,CA,Graduated from,Judaism,and laughing about it,No,Yes
Man,Straight,Hetero_male,32,NA,PA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,White,NV,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,49,White,WA,Graduated from,-,NA,No,No
Man,Gay,Gay_male,34,White,CT,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,26,White,CO,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,35,White,CO,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,30,White,AZ,Graduated from,-,NA,No,Yes
Man,Straight,Hetero_male,40,White,MO,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,33,White,NJ,Graduated from,Other,NA,Yes,Yes
Man,Straight,Hetero_male,32,White,PA,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,DC,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,23,White,MN,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,Germany,Dropped out of,Atheism,NA,No,No
Woman,Gay,Gay_female,41,Hispanic / Latin,Peru,Graduated from,Catholicism,NA,Yes,Yes
Man,Straight,Hetero_male,29,White,Turkey,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,48,"Native American, White, Other",NC,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,CA,Dropped out of,-,NA,Yes,Yes
Man,Straight,Hetero_male,33,Asian,Philippines,Graduated from,Agnosticism,NA,No,No
Man,Gay,Gay_male,28,White,Quebec,Working on,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,36,White,IL,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,34,"Black, Hispanic / Latin",CO,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,27,Black,WA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,White,UK,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,37,White,TX,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,43,Black,IN,Working on,Catholicism,NA,No,No
Man,Straight,Hetero_male,27,White,NH,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,29,White,CA,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,43,"Asian, Pacific Islander, White",IN,Graduated from,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Atheism,and very serious about it,No,No
Man,Gay,Gay_male,39,White,NY,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,33,White,UK,Dropped out of,Atheism,NA,No,No
Man,Straight,Hetero_male,30,Indian,India,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,54,White,IL,NA,Other,and laughing about it,No,No
Man,Gay,Gay_male,31,White,NC,NA,-,NA,No,No
Woman,Straight,Hetero_female,34,White,MI,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,42,"White, Other",CO,NA,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,36,White,NC,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,42,"Native American, White, Other",CA,NA,-,NA,No,No
Man,Straight,Hetero_male,37,White,AL,Graduated from,Christianity,NA,Yes,Yes
Woman,Straight,Hetero_female,28,White,CT,NA,Catholicism,NA,No,No
Man,Straight,Hetero_male,41,NA,FL,NA,-,NA,Yes,Yes
Man,Straight,Hetero_male,30,White,TX,NA,Other,NA,No,No
Woman,Straight,Hetero_female,34,NA,Germany,NA,-,NA,No,No
